hotelname,title,desc,reviewRatings,reviewDate,hotelClass,hotelRank,polarity,subjectivity,Normalized_Polarity,Normalized_Subjectivity,Category,Normalized_Polarity_POS_NEG
Fairmont Singapore,Well located,We had a great time at this hotel and the staff and service were great. We had a great view of the marine bay. Would highly recommend it. Also very helpful with room allocation and the breakfast was great.,4 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.5933333333333334,0.64,79.66666666666666,64.0,General,59.333333333333336
Fairmont Singapore,Perfect stay,Great experience all around. Hotel meets 5 star standards. Bed extremely comfortable. Room extremely quiet. Great gym and facilities and perfect central location. Check in and check out went smoothly.,5 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.4857142857142857,0.6261904761904761,74.28571428571429,62.619047619047606,General,48.57142857142857
Fairmont Singapore,"welcome, make yourself at home - Fairmont Singapore","time-crunched yet vacation-hungry folks could indulge in a luxurious weekend escape at Fairmont Singapore aside from its elegant bedding and the stunning five-star view is the Fairmont Gold Lounge on level 25th where Club guests can indulge in a dining experience with one-hatted culinary creations a noteworthy mention is thanks to Mr. Marcus Hanna & his awesome team for their attention to detail, ensuring that all his guests have memorable experiences & keep coming back and for that, we are truly grateful",4 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.3857142857142857,0.6,69.28571428571428,60.0,Amenities,38.57142857142858
Fairmont Singapore,So good to return.,"We finally returned to the Fairmont Singapore for Christmas and New Year, our last visit being March 2020. We have stayed there several times a year since our first stay in 2006. It was lovely to be greeted by Robert one of the long time doorman. Our check in was easy and quick. Our suite was beautifully prepared and exactly to our long-standing requests. Our paper was outside our door each morning, our laundry was collected and returned on time. Our room was immaculate each day, and our rose replaced with a lovely card by our room attendant. We had breakfast in Prego each morning, the buffet was as delicious as it has always been, and our tea and coffee was made for us upon request. It was so good to see so many faces again, Ismail on the door by Prego, Danica, Cathy, George,",5 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.3446127946127946,0.5465488215488216,67.23063973063972,54.65488215488216,Services,34.46127946127946
Fairmont Singapore,"Beautiful,child friendly and amazing hospitality.",Thank u to shannon phua for the attentive service from the start. You truly deserve to be regconise. Amazing view. The breakfast is good. The cleaning service/room service did a very good job. The check out was easy. Thank u so much! Will definitely come again! Recommended!,5 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.4704761904761904,0.6733333333333335,73.52380952380952,67.33333333333334,Services,47.04761904761904
Fairmont Singapore,Good location,"Nice hotel - I was there for business, but had my kids with me. The customer service was a little lacking, I wanted to have my kids in a connecting room or at least nearby - but they were put in another tower. They're teenagers, so could take care of themselves, but I was disappointed - especially as I am a GOLD Accor member.",5 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,-0.1275,0.73,43.625,73.0,Value,12.75
Fairmont Singapore,Amazing stay Great Location,We had an amazing time. the hotel is perfectly located . we had a room with marina bay sand views and we loved it the hotel is connected to a mall that have all the amenities and so much food to choose from and its just next to the raffles hotels Breakfast was great some times you have to wait a little longer to be seated but the food variety and taste was great the walk to the merlion was about 30 minutes. great hotel our second favourite in Singapore,5 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.4712499999999999,0.5650000000000001,73.5625,56.50000000000001,Location,47.12499999999999
Fairmont Singapore,Not bad experience,"Superb hotel, but very SOP, no extra service for accor loyal member. Nice lobby, can get early check in due to my member benefit. Room was nice, huge, (not sure if i get room upgrade due to my benefit), clean, housekeeping staff was great and responsive. Got standard welcome ammenities, like welcome fruit and folded towel but thats all,no use put comment in my reservation ( as this is special occasion but no personal touch for the request, just standard SOP) Breakfast was nice and much variety, location superb as attached to mall and mrt station.",4 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.348051948051948,0.6088023088023088,67.4025974025974,60.88023088023088,Services,34.8051948051948
Fairmont Singapore,Awesome Hotel...just be extra careful at the checkin,"Everything was great, the rooms, the swimming pool and the best part was the breakfast buffet. Amazing spread (including some great gluten free options) and the kids loved it. We once lost a toy in one of the public cabs that the hotel orders and the security was so good they managed to track down the cab driver within an hour though the security cameras. One suggestion to anyone checking in: Do pay attention when you check in. We got a really good deal and we booked in months ago on booking.com. When we reached the hotel to check in, the check-in person took our card for deposit and quoted us the full price at the time. When I said that no, that is not the price we bought it for, she insisted that price that I have does not include taxes. I had to push back again and she",4 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.4912037037037036,0.5337962962962963,74.56018518518518,53.37962962962963,Services,49.12037037037037
Fairmont Singapore,Brilliant Hotel,"We loved the hotel and will definitely stay in the future. Location is great, facilities are great, dining options are great and staff were welcoming. The pool deck was good given the number of guests in house at the time.",4 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.5428571428571428,0.6107142857142858,77.14285714285714,61.07142857142858,General,54.285714285714285
Fairmont Singapore,Christmas in Singapore,A much improved experience than the 1 star rating I gave Fairmont back in 2013. Everything was good. A little issue during check in but nothing major. The room definitely had a makeover but it's been 9-10 years since my last visit and some wear and tear were noted. Nothing negative this time. It was a good experience .,3 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.1305555555555555,0.374074074074074,56.52777777777778,37.407407407407405,Value,13.055555555555554
Fairmont Singapore,One Night In Singapore,"Singapore is a very clean and modern city in Asia. Fairmont is like a colonial Hotel matching its standards set worldwide. Decent sized room, nice bathroom and good bed. We stayed on the 25th floor that has great views of the city. Breakfast was really good. The hotel is adjacent to a shopping mall where you can get groceries, buy clothes and souvenirs, go to restaurants, coffee shops and more. The hotel is close to the Subway, making it easy to get to other parts of town, like Chinatown, Little India etc-- however, the taxi to these places is around $5-7. The harbor is a short 10min walk away-- great place to sight see and snap photos. The service at the Fairmont is top class and helpful-- definitely recommend staying there.",5 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.3709444444444444,0.6056666666666666,68.54722222222223,60.566666666666656,Location,37.09444444444445
Fairmont Singapore,Christmas at the Fairmont,"We had a wonderful experience in the Club Lounge. Our daughter is Coeliac and Simon in particular went out of his way to accomodate. We wish to thank Lydia and her team in the Club Lounge. The food and atmosphere, together with the attention to detail and special touches, is what makes your stay memorable. On a minor note, we had daily issues with our swipe access to the room door. When they were reprogrammed, the club lounge was left off the program at times , and other times, it would simply not work to our room.. Whilst staff promptly fixed it each time we went down, it was an annoying issue. The air conditioner in our room was also very intermittent and the room remained quite warm. However overall, the service was wonderful, the room amenities were lovely & the staff",5 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.1937208216619981,0.46328197945845,59.68604108309991,46.328197945845005,Services,19.37208216619981
Fairmont Singapore,"Very well-appointed room, with great location and view","+ Great check-in and check-out experience with Ivy + I booked the newer deluxe room, great decision as I could see the considerations placed in the room and modern furnishing design at various corners of the room including the bathroom + Bathroom has a large sized bathtub and rain shower + Paranomic city view (day/night), I could spot various hotels (MBS, JW, Raffles, PanPac) and the Singapore Flyer. Nice to chill at the balcony. + Acknowledged as Accor plus member with welcome drink voucher, used it at the Antidote + Location is right beside Raffles City shopping mall, very convenient",5 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.4090909090909091,0.624025974025974,70.45454545454545,62.4025974025974,Value,40.90909090909092
Fairmont Singapore,Good location family friendly,"Good service and support. The location was good at downtown area good for sight seeing , shopping and move , eat , rest and move again. Facilities was good and easier to access. Love the pool side as a great place to enjoy the warm sun and lazing away.",4 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.6375,0.60625,81.875,60.62499999999999,Amenities,63.74999999999999
Fairmont Singapore,Very attentive and patient service,"I would like to compliment Ms Shannon Phua from Fairmont hotel front desk. She is very attentive and patient and even go all out to help us with our issues. Despite being busy, she is calm and handled all our enquires well done",5 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.3066666666666667,0.6833333333333332,65.33333333333333,68.33333333333333,Services,30.66666666666667
Fairmont Singapore,Well located,"Overall experience is satisfactory. Upon physical check in, the waiting time is still the same even though we have done the online check in. I also observed that one of the towel has stained spots but thankfully, there is additional towel provided in my room.",4 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.0,0.0892857142857142,50.0,8.928571428571429,Services,0.0
Fairmont Singapore,Visit to Singapore,We stayed at the fairmount in December in one of the gold rooms. It was a very enjoyable stay made more enjoyable by our waiter in the evening Simon. He was very polite and attentive. We hopefully return again and hope to meet up with Simon again and the rest of the staff,5 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.45,0.6159999999999999,72.5,61.59999999999999,Services,45.0
Fairmont Singapore,Comfortable stay in the heart of Singapore,"Comfortable stay with great location especially if you get rooms facing Marina Bay sands on the higher floors. Good dining options and great spread for breakfast. Proactive room service and modern decor and lighting in the rooms giving it a tech savy feel. Overall recommend a stay if you wish to reside in Singapore closer to MRT, restaurants connected to a shopping mall and nearby attractions of Merlion, Marina bay sands and Singapore flyer.",4 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.39375,0.5875,69.6875,58.75,Location,39.37500000000001
Fairmont Singapore,Countdown to 2023,"Booked a one night stay at Fairmont with my family on New Year's Eve and we had an amazing time! The room was spacious, clean and comfortable, and room service was very prompt too. We also attended the countdown event at the Fairmont Gold Lounge where we were warmly greeted by the bubbliest staff, an excellent selection of light bites, as well as one of the best views of Singapore's skyline. Huge thanks to Rus, Lydia and team for making us feel so at home as we savoured the final moments of 2022/ushered in the new year together. It was truly a wonderful and unforgettable experience, can't wait to be back!",5 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.4618371212121213,0.6443181818181818,73.09185606060606,64.43181818181817,Services,46.183712121212125
Fairmont Singapore,truly awesome,what a hotel! Really beautiful and amazing view overlooking Marina Bay. Staff are very friendly and helpful. Didn't try food so no comment. But location is just too good. Room decor also is very awesome. Thanks.,5 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.6395833333333334,0.7250000000000001,81.97916666666667,72.50000000000001,Location,63.95833333333334
Fairmont Singapore,Great location; Large Room,Loved the location - there is a big shopping mall connected to the hotel. The food court below is very convenient and with many choices. The room is pretty spacious with a great view also. Free bottled water is a nice touch.,4 out of 5,December 2022,5.0 of 5 stars,#42 of 372 hotels in Singapore,0.43125,0.65625,71.5625,65.625,Amenities,43.125
Fairmont Singapore,The fabulous Fairmont,"As a family we had the best time at the Fairmont Thankyou to Lydia ,Howard and Rivqui at the Gold lounge the service was amazing and as the staff were . Thanks to Howard who found me my perfect accommodation with total professionalism . Lydia your team is fabulous and we can’t wait to come back Thankyou",5 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.4571428571428571,0.5928571428571429,72.85714285714285,59.285714285714285,Services,45.71428571428572
Fairmont Singapore,extremely noisy stay,"the noise from the refrigerator, the drilling noise, the tapping noise, and the slamming of the doors from the other rooms, made the stay a dissatisfactory one. to add salt to injury, the stay was to celebrate our 29th wedding anniversary. we were given a slice of cake, with a nameless card, without naming the receiver or the occasion, enclosed with candles. not a very sincere gesture.",1 out of 5,December 2022,5.0 of 5 stars,#44 of 372 hotels in Singapore,-0.2724358974358974,0.5532051282051281,36.37820512820513,55.32051282051281,General,27.24358974358974
Fairmont Singapore,The lovely Ismail,Ismail the friendly doorman makes my day every single week I’m in singapore on work. His big smile and friendless goes a long way for me and I know for others too. Ismail has a great memory with faces and always remembers me every time I walk past! I look forward to seeing Ismail everytime I’m in Singapore.,5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.1487244897959183,0.3306122448979591,57.43622448979592,33.06122448979592,Amenities,14.872448979591836
Fairmont Singapore,Best stay in Singapore,"From check-in, the treatment was spectacular. Very attentive staff. Fantastic breakfast with lots of options and room with a fantastic view of Marina Bay Sands and Gardens by the Bay.. Hotel close to 2 metro lines.",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.48,0.925,74.0,92.5,Services,48.0
Fairmont Singapore,"Strategic location, spacious room, friendly staff","Strategic location, right at the center of city hall. Direct connection to malls & MRT. I was staying at 1038 for 3 night. Clean & spacious room makes our stay very comfortable, not to mention it's city view, it just excellent. Will be back to this hotel very soon.",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.296547619047619,0.5044642857142857,64.82738095238095,50.44642857142857,Location,29.654761904761905
Fairmont Singapore,"Great employee @ Fairmont hotel, Singapore","After covid-19 era, I'm very happy to come to Singapore again with families. The hotel we always choose is Fairmont Singapore, very convenient as well as high quality services we satisfy every visit. We're also quite glad to meet Mr. ISMAIL again who works in the hotel for a long time as I know. He's literally kind shows warm smile every time whenever we go to breakfast restaurant every morning. My son really likes him and met again this morning finally, and took a picture together to celebrate to be reunited after 3 years. I think Mr. ISMAIL is one of the symbol of Fairmont hotel Singapore! Thanks for all your kind greetings!",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.3716666666666666,0.595,68.58333333333333,59.5,Services,37.16666666666666
Fairmont Singapore,Fairmont Hotel A+++,Review I had a pawcation during CNY.. called a few hotels eg sofitel etc as they have pawcation but none of them can help or totally not helpful at all especially sofitel. When i called Fairmont.. the gentleman Timothy answered all my quires and even explain in detail what this pawcation package is all about.. he is extremely helpful and thus i immediately make a booking for 2 rooms Upon check in De Cheng is also another great staff and he ensure our check in is smooth. Even the technical staff which consists of a lady and a guy ( did not get their names) went all yhe way to help us solve the chromecast issue. A++ Overall i had a great stay during this 3 days 2 nites.,5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.1861111111111111,0.5499999999999999,59.30555555555556,54.99999999999999,Services,18.61111111111111
Fairmont Singapore,Meaningful customer service as always!!!,"Upon checking in, Jazlina found out that this was my final night in Singapore after 2.5 years of living here (transition night for my departure flight tomorrow). She upgraded me to a room so that, in her own words, “I could have a beautiful view of Singapore for my final night”. And the view indeed was stunning. This gorgeous gesture not only characterizes the Singaporean people and hospitality but also highlights the tremendous customer service that Fairmont Hotel offers. Thank you Fairmont for capping off an emotional departure. 🙏🏾😢🙌🏾♥️ 🇸🇬",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.3083333333333333,0.8550000000000001,65.41666666666667,85.50000000000001,Services,30.833333333333336
Fairmont Singapore,Good view,"We had an awesome pawcation with our pet Morkie. Our Signature suite located on the 25th level had an amazing view of the MBS skyline.  We ordered in-room dining of chicken satay, fish and chips and dahl curry served with basmati rice, and they were yummy and delicious.  The room was kind of old though, but overall still a very pleasant and relaxing stay.",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.4566666666666666,0.74375,72.83333333333333,74.375,Amenities,45.66666666666666
Fairmont Singapore,Magnificent Hotel - would definitely return!,"We stayed at the Fairmont for the first time and were so impressed. Firstly, the hotel is magnificent - decorated superbly, classic and luxurious. The rooms were spacious - we had a Fairmont King room, the staff went above and beyond and were so very friendly and welcoming. We ate breakfast each day at either Asian Market Cafe or Prego. Both buffet breakfasts were among the best we have experienced - the range and quality of food on offer was amazing. We also had dinner at Prego and would rate it 5 stars. Exquisite food, beautifully presented and great service. Lastly, the location is truly amazing - easy walking distance to so many attractions including the Civic District and Clark Quay, and attached to the Raffles City Shopping Arcade. I highly recommend this hotel and",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.520921052631579,0.5933333333333334,76.04605263157896,59.333333333333336,General,52.0921052631579
Fairmont Singapore,Comfortable rooms in good location,Lovely large comfortable rooms with ability to enjoy fresh airy breeze via balcony. Room sparsely decorated though functional. Had to request additional chair Attentive staff . Good breakfast selection though rather repetitive and limited at times .,5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.2880952380952381,0.5412698412698413,64.40476190476191,54.12698412698413,Amenities,28.809523809523814
Fairmont Singapore,"Fairmont, Singapore","This is a lovely hotel in a great location, the staff were really helpful and always had a smile and greeted guests every time you passed, the hotel spotlessly clean, as were the rooms which were and spacious and really well appointed. We really enjoyed our stay here and we would definitely stay at this hotel again. Thanks for a great stay!",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.4066666666666667,0.485,70.33333333333334,48.50000000000001,General,40.66666666666667
Fairmont Singapore,Wonderful staff in the Gold Lounge,"This was our second stay at the Fairmont Hotel. We stayed in the North Tower. The Gold Room was very spacious and there were luxury products in the bathroom. We had a problem with the shower not working properly and this was fixed promptly. The staff in the Gold Lounge are an absolute credit to the hotel. Nothing was too much trouble. They were kind, friendly and considerate towards us. Thank you. We are looking forward to returning to the Fairmont soon.",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.159375,0.3875,57.96875,38.75,General,15.937499999999998
Fairmont Singapore,Ideal location for seeing Singapore,"We stayed here for four nights whilst visiting Singapore for the first time. The hotel was perfect for getting around with City Hall MRT underneath the hotel and a shopping mall/foodcourt. Paid £12 each for a 3 day travel pass which enabled us to visit everywhere we wanted to see very easily. The hotel was absolutely great, we could not fault the room, service and breakfast. It was all 100%. The doorman Ishmail is charming and brightened our day. All the staff were lovely and as we arrived early we were given access to our room straight away. If you are visiting Singapore this is the hotel for you. Would be very happy to stay there again.",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.5681481481481482,0.7259259259259259,78.40740740740742,72.59259259259258,Services,56.81481481481482
Fairmont Singapore,Amazing staff,"I would like to thank so many staff members at the hotel, especially Azlan with his help with a lost credit card. Also all the staff who helped when my husband had a bad fall, everyone has been amazing, Thankyou to Alfie who was especially helpful and lastly the concierge ( not sure of his name) who helped with the hospital payment I had to make with an Aussie credit card. Many many thanks to you all. The rooms overlooking the bay are lovely and the gold club is fabulous, great breakfast and drinks at night.",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.2346153846153846,0.6709401709401709,61.73076923076923,67.09401709401709,Services,23.461538461538467
Fairmont Singapore,Marvellous stay during CNY period,"It’s a great stay at the Fairmont during the Chinese New Year period. The Fairmont Gold suite is spacious and allows the kiddo his own personal space. If there was one thing I need to nitpick on, it will be the lounge not allowing kiddos during the evening canapés so perhaps Fairmont could consider lowering the age bar so that older kiddos could assess the lounge during the evening.",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.2838383838383838,0.472979797979798,64.19191919191918,47.2979797979798,Amenities,28.383838383838384
Fairmont Singapore,A very pleasant stay at The Fairmont Singapore,"This has been our second short stay at The Fairmont in two months and we have been very impressed by the warmth and and friendliness of The Lounge staff on the 25th floor nothing was too much trouble and their aim is to please their guests and the three we regularly came in to contact with were consistently positive . Their names are Juxin , Jamie and Rickie so sincere thanks to all of them . There was an issue in our room with the noise of the lift being quite evident . However we brought it to the attention of James the Duty Manager on the 28th January and he dealt with it swiftly and moved us to a quieter room , thank you to him . Lydia was our main point of contact and she was happy to receive feedback on our overall impressions of our stay , apart from the weather",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.2453282828282828,0.3671425796425797,62.26641414141414,36.714257964257975,Services,24.532828282828287
Fairmont Singapore,"good location, felt warm while checked in until check out","hotel located in a very good location with a shopping mall next to it and just above the MRT, my room has a nice view (both in day & night). clean room with all i needed. the great thing is having a water machine with hot function which i could drink as much as i want and no need to call ""0"" for more water. however the coffee was barely satisfied which i suggest to change the house blend bean will be great. I will definitely choose Fairmont & Swissotel for my next trip to Singapore, subject to the room price.",4 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.3399999999999999,0.5330952380952381,67.0,53.30952380952381,Value,34.0
Fairmont Singapore,"Love this place... Great rooms, Great view, and the most warm and lovely welcomes and greetings from the staff...!","I stayed here for almost 45 days, every day is a fresh, lovely and awesome experience. The breakfast is great, loungs is good, the room service menu has a wide variety. The staff has great energy and are always greeting with a warm and bright smile. I love the cleanliness of the hotel and I can see the extra efforts put by the house keeping staff to keep the rooms and facility clean, all the time. Special thanks to Ismail dadaji, you have great energy, every day you greet me with the greatest smile and it really inspires me and makes my day... Lots of love and hugs to you 😊.",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.4911904761904761,0.5535714285714284,74.55952380952381,55.35714285714284,Services,49.11904761904761
Fairmont Singapore,Another good stay at the Fairmont,first encounter was with Front Desk Staff Anne (lady with spectacles) who offered me a range of rooms I can top up for a better stay - opt for the Signature Gold King Suite; a good decision for the family. The service delivered by Simon and his whole team at the Gold Lounge was excellent! We will come back.,5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.45,0.4761904761904762,72.5,47.61904761904762,Services,45.0
Fairmont Singapore,Great location and luxurious hotel,"We just loved this hotel, the room and its amazing view. The wonderful location and choice of great vegan breakfast with quality tea. Would definitely stay here again and the staff are so helpful and professional. Highly recommend.",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.48,0.6557142857142857,74.0,65.57142857142857,General,48.0
Fairmont Singapore,A great family stay!,"Family of 4 (baby and toddler) stayed in the king salon suite with a cot. We had a wonderful stay at Fairmont! Checkin staff was lovely and very efficiently checking us in, providing cute lion mascot plush toy for both our kids! Soooo cute!!!! We checked in at around 8pm and took about 15min to do the process. Location was perfect - few min walks to MRT city hall line (near Paris baguette/McDonald entrance). We used it to get to marina bay and orchard Rd. Walk through peacock alley (near Prego restaurant entrance) to the raffles city mall. The mark place place in the basement is a good place for lunch and dinner. Doesn’t open until 10-10.30am though so keep that in mind! And best to avoid the lunch rush (1pm-ish) and dinner rush (6pm-ish) as it can get real packed and would",5 out of 5,January 2023,5.0 of 5 stars,#44 of 372 hotels in Singapore,0.4788461538461538,0.5884615384615385,73.9423076923077,58.84615384615385,Services,47.88461538461538
